,DC_Cap,AC_Cap,PV_Wp,Power_eff,Proj_Cost,Electricity_Tariff,OnM,E_tariff,Tariff_esc,OnM_esc,Company_Name,Company_representative,email_id,Country,E_Grid,PR,Spec_E,Gross_25,LCOE,PBP,IRR,CO2,Cars,Houses,Trees,NPV
0,12001.0,10000.0,540.0,20,12,Select an Option,2,0.07,0.5,0.5,,,,,12669.164,85.20%,1056,15.26,0.022,19.4,1.9861,206672,44891,37603,3410530,-6333005.489
